song_no,song_name,song_label,song_feature
51,Shape of You,129.19921875,"[-0.4916070081336719, 0.7317381330712176, -0.3531254090073642, -0.42499567478277567, -0.39943419755848286, -0.46073649903414454, 0.15017718094446142, 0.226049661623646, -0.47240619998334005, 0.4908109364867087, 0.5520558831735127, -0.2765822076345493, -1.9894601014953806, -0.5557439156743967, -1.8201090125791906, -0.6903138895912918, 0.2216077573015542, 0.42715940216545023, 0.20481353670193023, -0.48298527035808914, 0.6826374070470078, -0.2737797915168609, -0.8017427723733402, 0.44932219359654746, -0.979294119745206, -0.3220794433581608]"
52,Shibuya Marble Texture -PCCS-,92.28515625,"[1.2626908650623925, -0.19054938316256975, 1.8317796431507798, 1.4160336639877449, 1.6903873406097867, 2.6067063704260374, 1.012620378539914, -1.2427494409237765, 0.1605089118289423, -0.6221512502292467, -0.09005280755853079, -0.7952398666633783, -0.16476974347561466, -0.09474603156816051, -0.6852240501120155, 0.6229265728043458, -0.41105519339269014, 0.23671903292159246, 0.44432830964441206, -0.6489475992109077, -0.24531138076901846, -0.7269084236674216, 0.3222581474255748, -0.4801807444126229, 0.3097292392431015, 0.7802183034795018]"
53,Skin,172.265625,"[1.3271365745786798, 0.17883358752950781, 0.5491931468166744, 0.36141633529325157, 0.5425142122064606, 0.6792369220446811, 0.7776383446571755, -0.520695403525547, -1.5083344203977982, -0.7078672118371494, -0.3410978267269215, 0.7826500448239494, -0.3066891120125847, 0.5099578998285178, 0.9582496121295699, 0.9005357183197338, 1.7824493834317046, 1.1564056526610265, 1.4911708486311925, 0.6338401128200654, 0.9001143212623247, 1.3915114922893896, 0.640401712891628, 0.015860132896163583, 0.10841178073917537, 1.1888173152330288]"
54,Sold Out,117.45383522727273,"[-0.4585862468603304, 0.9613062070740184, 0.2540827458045781, -0.22283885637077994, 0.08663260466025803, 0.9176300642802825, 1.1430140569624094, -0.1420654452996752, -2.6322070639704567, -2.338836612921661, -1.098160995965923, 0.23884502517920536, -0.8263391895297286, 1.173670011600071, 0.8263967597542181, 1.4683689570004517, 1.2519269878242374, 0.43154529591499974, 0.3562933643265277, 0.09560508254549359, 0.4420861662500926, -0.07704416473261169, -0.35588418701295127, -0.013055279145905095, -0.6062031746039461, 0.8910522681728851]"
55,Solo Dance,117.45383522727273,"[0.5751510498821513, 1.7752359766385144, 1.0936977348106518, 1.1066361201892283, 1.2581805206425303, 0.5089512372863212, 1.23683023669705, -1.1336380749998793, -0.43337923694519503, -0.41362915522965277, 0.501775942379117, 0.6755833624533677, -0.0032693710927458046, 0.8827482913501795, 0.6411501573961428, 0.915153794749705, 1.1611287698146469, 1.3097272269941567, 1.120029064575004, 0.8778072395895623, 0.706677461569311, 0.9786822415632407, 0.869618186722717, 0.28301817990942224, 1.48978909965729, 1.9012402392126908]"
56,Somebody That I Used To Know,129.19921875,"[-0.44353245292496474, 1.2398948133603578, -0.27638040629689253, -0.3087390615172151, -0.2955962347374841, -0.029466899864453906, 0.582445713042289, 0.22190726199199395, -0.20891602390547986, -0.08470404693415728, -0.9314593456572505, 1.096066040468605, 0.6607701876637824, 0.3301201095140706, 1.0737668123412967, 0.910495281624114, 0.6416578371044058, 0.7245139333369952, -1.915942275911717, 0.09252774178576584, 0.3341153724596305, 0.16162590968784507, 0.09740839873823627, 0.3077684170307782, 0.4587385951435714, 0.6662778026052208]"
57,Something Just Like This,103.359375,"[0.8580801096105655, 1.0171256150706571, -0.24747437280111562, -0.015165539661332645, -0.02667591115479836, -0.9752573823394853, 0.2257712753166812, 0.1876735876930095, 1.163420928650642, 0.6690039155902344, -0.746872670059926, 1.2813509867921902, -1.3476428136065932, 0.7032037193163511, 0.24074222261804176, -0.5559986559016877, 1.586345460974426, 0.5854024765953946, 1.4313251768319613, 1.0653459253302664, 1.749065226364724, 1.592532568646842, 0.7483874965262018, 2.043652817656073, 1.0640478738483912, -0.28116907659237883]"
58,Speed of Light,112.34714673913044,"[0.5090765192696048, 0.9721208730026364, 0.16912654622282214, 0.5151543073123428, 0.2654024503992087, -0.034408808788990976, 0.6047504492793435, -0.09481200959158113, 0.9433911598054738, 0.25244933173771084, -0.19743727823401327, 0.0298448282080451, 0.7554173717850461, -0.618981063568264, 0.4296075551594361, -0.476168126978132, -0.9577934959210854, -0.11842618300730051, -0.7710201520825432, -0.16639155735528455, -1.2153805451425068, -1.0758701639570978, -1.2164346412512013, -1.3247739302263455, -0.7209047117780004, -0.18869150459017783]"
59,Spin With You,95.703125,"[0.08797273357470188, 1.037372144070752, -0.8771153114232488, 0.08548013258691643, -0.6762812049371372, -1.1980977123505092, -0.49639633455755305, 0.5979498235439159, 3.621578710089235, 0.44618860920829145, 0.9813226542403478, 0.4700603607818243, 1.1711981529806494, -0.45580808142263085, -0.2566474535200633, -0.10104312997351188, -0.16727010051955954, -0.14625795422990656, 1.0640963579528024, 0.0023638346420321314, 0.1617846385579609, 0.2697345908057879, -0.25333422233130853, 0.4807455335447789, 1.3189501529416408, 1.6365251335249136]"
60,Suddenly,99.38401442307692,"[0.5444747076457739, -0.30329094548490054, -0.8534631753294528, -0.7527888393781165, -0.7292990767169372, -0.7087521627848793, 0.01876174032216072, 0.7654879116577358, -0.4109171680723694, 1.6810384666796279, 0.26196629537037186, -0.1318340176326017, -0.46289631811849763, -0.8277947648890753, 0.21906599893360512, 0.579396400138832, 0.5059618764755484, -0.30427831056314264, -0.27498139097277235, -0.6584225404534035, 0.2124643901231136, -0.33156793295308296, 0.46414834274808775, 0.23461554831325682, -0.17720004962061006, -0.20720261709078458]"
61,The Phoenix,135.99917763157896,"[0.46819983832077544, 0.9936802857266727, 0.7088536296787623, 0.18516257664287739, 0.5097931166816919, 0.9810796305872705, 0.953384291147698, -0.791254259286948, -1.224618718684826, 0.8927725705501415, -0.2922270166519055, 0.9941903605032063, 0.19598595053439366, 1.1113582815046807, 0.55366624101956, 0.5476457813621781, 0.09394179637469678, 0.2627380347243774, 0.6428338681855226, 0.059293930478443516, 1.0243023060131777, 1.752912947116846, 0.8375548666440993, 0.8260423440830719, -0.18287064495016533, -0.2716718148832873]"
62,up to you,143.5546875,"[-0.3505741222076785, -0.46730831213175195, 0.3630295385978792, 0.35802020182984556, 0.3230965871467713, 0.365005359060235, -0.20534644423494783, -0.5546658786360019, -0.34387435700027624, -0.1830178433575814, -0.4602111418172849, 0.22579903865199613, -0.24596339910239104, -0.9988882244350956, 0.26744454606025103, -0.9273270603008757, -0.03645091056453117, -1.177136709290531, -0.5040013139327956, -0.5076823529495874, -1.0601578071930915, -0.12717666736952182, 0.7300286730088978, -0.7222259219772358, -0.34014955761582655, -0.40414791572945885]"
63,Velocity Shift (LP Version),99.38401442307692,"[1.823959593823214, 0.1418520659961616, 1.9608448990281022, 0.580922609237518, 1.2941488451831127, 2.722835549797574, 0.8484829219267861, -2.197102120260678, -0.8000427948921228, 2.8831422540787957, 0.008579291960009923, 2.1823172349687554, -0.9837204337884954, 1.173897106719441, 0.6698374262647893, 0.9845924060599007, -0.6142487036450927, -0.7321802298255455, -0.6611251959592699, 0.6850718034966825, -0.7691857237629198, -0.41671963403817347, -1.1717066089637662, -0.8716487696141427, -1.779603372234583, -2.546112212158744]"
64,Visions,129.19921875,"[-0.24285441516414974, -0.6781437583663489, 0.12375553062640605, 0.2523329671357654, 0.2999991556109113, -0.05802772523522685, 0.2891460904639036, -0.1525141324651314, -0.7543883602200057, -0.6373548042442448, -0.3743425626325692, 0.44418262109164025, -0.7122907737394032, 0.5117414637045735, 0.6436749908853917, 0.7288546928933891, 1.2732067885547387, 1.2381061872738592, 0.6840163775963679, -0.09535099378113242, -0.9302603044517262, 0.1545326670084952, 1.1366147255597592, -0.008003046837670153, -1.1646224640861425, -0.045405834892995746]"
65,Viva La Vida,135.99917763157896,"[-0.13762639391297568, 0.17149093855766362, -0.6651509600248694, -1.0071779582349174, -0.7102590865446476, -0.17233919097934744, 0.46925406882905707, 0.7184186862344154, -1.3488163686779335, 1.2977907343866688, -0.6822071873628903, 1.0132565318369795, -1.3636159929916838, 1.2476020742952134, -0.31650520285542405, 0.05790222316811268, 0.807855621405791, -0.2842715838901637, 0.8315632086799598, -0.06905990139903187, 0.2560844770566861, 0.30698950712724, -0.3807767602540316, 0.7743910268458608, -0.05031838513055443, -1.754338001602104]"
66,Wake Me Up,123.046875,"[0.7582349421771141, 0.4033796437911767, 0.816884581489108, 0.8025545715395054, 0.9949635816180713, 0.7704747854307904, 0.994623135401062, -0.8369346207752261, -1.432907883601964, -1.5378615561625733, 0.2153542419981496, 0.9956054251033702, 0.8288032582605146, 0.4714125005147302, -0.4958342747976386, -0.20373801253277585, 0.002830318442433247, 0.619491423339021, 0.36646684808129576, 0.2849320988207758, 0.16796290999558744, 0.29318501265808167, -0.2989106194264265, -1.2057628665928979, -1.037436718561824, -1.032113970292344]"
67,Watermelon Sugar,95.703125,"[-0.9777959288258827, 0.7691099097664995, 0.9837990572115636, 0.7481751507962553, 1.0057515271303321, 0.8638143801985992, 0.7354041332707766, -1.2710816822547015, -0.957148206475638, -2.6536960939266114, -2.9445171889721453, -0.08286524661994461, -1.8350896197255055, -0.9121924607684674, -0.6788140224724801, -0.04684215025461243, 0.5715914959112423, 0.07674883980149923, -0.7567399085584193, -0.04542785491563471, -0.6771224243197862, -1.4605468233251981, -0.743275057411101, -0.12496026044252993, -0.09462938435914818, 0.2955286183381126]"
68,What’s your name？ (collaboration with 壇蜜),151.99908088235293,"[0.349826989610002, 0.5832329341171998, 0.7891380349058547, 1.0223404467595116, 1.0309893227817235, 0.8181443253097734, 0.7763141549623628, -0.6694038194606456, -0.09971335735059306, -1.1383595313562005, -0.2166530239114526, -1.0294113027179776, 0.12999723867881322, -0.19181368054570047, -0.6440296593412154, 0.2598820650162225, -1.0737646070352231, -0.232586684860426, -0.8120693571781927, -1.1063625644611839, -0.1858177992892386, -0.5263779700743765, 0.009823296317207639, 0.19569077965675052, 0.2542683563965651, 0.9386722834376889]"
69,YELLOW（女伪少年音）（翻自 有機酸）,117.45383522727273,"[1.1214066100194393, -0.42595399480875107, -0.3751599805928854, -0.1814335634438488, -0.24307278387855935, -0.8396332243139129, -0.7855388356294675, -0.044701857109646505, 0.961965378200018, 1.320813851927108, 0.521194365087178, 1.7990715692294987, 1.2049120613569935, 0.9646106619518717, -0.36902091895920225, 0.649977653587767, 0.9643960999750963, 1.0853307864440382, 0.15701712952069283, 1.6432739824089466, -0.1720104111871516, 0.5168936724317245, 0.634821605772088, 0.9740862166317504, -0.3488235729801386, -0.7036543031217046]"
70,You're the love of my life,129.19921875,"[-1.283321125539448, -0.4167894584231767, -0.08568071904734476, -0.17471852172595886, -0.23964373555635973, 0.1471864629449476, 0.017633251587695915, -0.09876611833088539, -1.9753522049752223, -2.285861218767706, -2.609687130540329, -2.982931472957874, -2.022703544418372, -3.880723866510453, -2.356473658376947, -2.066888550120115, -2.9096140087553835, -0.8649659773626077, -1.597096650516269, -0.9339713095698327, -0.9187339382658124, -1.2516990497668732, 0.4124873910381347, -0.11042649447550316, 0.2878376830386682, -0.17806491032315006]"
71,Young and Beautiful [Lana Del Rey vs,123.046875,"[-0.41516117395471436, -1.0534050661836112, 1.6861859748922439, 1.4756768811062975, 1.5460228113389731, 1.8538037055952663, -0.19807738337280367, -1.0911217874773627, 1.0585518210667875, -1.1565497430140261, -1.0334790617860086, -0.9049493623472983, -0.3445723436679283, -1.7719051737093183, -0.41943981477913944, -1.3523500262834012, -0.5588439603298834, -1.0866878357851935, -2.204199714378761, -1.2388701506063733, -2.710139537612255, -1.3781061921031128, -1.5171271642563473, -2.0208541851114084, -1.550603416331191, -0.12772142771299375]"
72,You,129.19921875,"[1.6934918280554963, 0.9202237763803894, 0.43618566917195256, 1.0009015777028636, 0.7961234363039741, -0.8547827313274077, 0.15237528771466347, -0.838959476547889, 0.7504887623953435, 0.5430891240068849, 0.5902202721933567, 0.46789135263349174, 0.4276902249554855, 1.0029427192218359, 1.3416800886006732, 1.4210971570861517, 1.605766532649334, 1.0480502092475925, 0.7134076815230145, 1.2275065697842105, 1.1090496542518393, 1.5237931880228415, 1.5521957876137735, 1.912473353167338, 2.1427370176206297, 2.153466189385177]"
73,「卡罗尔与星期二」Message in the wind（翻自 CAROLE & TUESDAY）,99.38401442307692,"[-1.6019890338109548, -1.3082072973539725, -1.0919521487952588, -1.0492482292937102, -1.2856884829461148, -0.8413714129701295, -1.7412303593533056, 0.7586765032006518, 1.3996154854748077, 1.6491795821926307, 2.056924540435282, -1.6184139850913428, 1.090007579300637, 0.2747095778791582, -0.0691413038128322, 0.308287585156299, -1.2372927886701577, -0.9406718778829974, -0.0899629972186738, -1.164769925505975, -0.49437448803681744, -1.3266423809005574, 0.06832857463350465, -0.3525504023516037, 1.8798049552779779, 1.456439379532124]"
74,「卡罗尔与星期二第五集插曲」Someday I'll find my way home（翻自 CAROLE & TUESDAY）,161.4990234375,"[-1.7628508805338847, -0.9279623513197802, 0.15609546181944814, 0.2096300590281917, -0.22268988268892417, 0.5536215496800678, -0.8789117206067958, 0.07918568031204125, 0.7219270816497151, -1.84402243468867, -0.3095538635570903, -2.9906419602044143, 0.7178466050897057, -1.5936611141788997, -0.3393840812569529, 0.17301250523471245, -2.7084774582770983, -0.12031779127107946, -0.3006464124901809, -0.38917318887525054, 0.31622096850425147, 0.12489807448006737, 0.2680379264419852, 0.4586095098367247, 1.2953556290322117, 0.7661533574213566]"
75,きみをつれていく,99.38401442307692,"[-0.30437213996622153, 0.7033429850910355, 0.3966702235759462, 0.5988129161793051, 0.5606163975352836, 0.2698423703099247, 0.7419784607365179, -0.6201870285654696, 0.14770743573649817, 1.116892691347519, 0.6479962215827748, -0.22810183127636982, 0.13931816640104036, 0.8502837161530591, 1.2871381470428596, 0.9740884467449137, -0.7931044263933397, -0.3845006987253924, -0.7538638440969148, -0.9824650797853146, -0.10763626410728355, 0.44633317510954496, 1.2785692411124983, 1.5651537449001471, -0.10262380742520262, -0.7164269746527508]"
76,ほろよい,89.10290948275862,"[-1.1014775747963519, -0.9987034143299459, 0.6976413108069061, 0.1302061222836166, 0.2612493146638562, 1.0791566414965323, -0.40070134539826147, -0.9630851465687226, -1.1486348792548848, 0.9352778825531173, -1.1846701818054914, -2.0558026779218106, 1.163214307090239, -0.7768395522398491, 0.6505512777186376, -1.1597100730884409, -1.7702458083541235, -1.2209724165091027, -1.1206903308996252, -2.5243557031745056, -2.663149312852629, -2.5051531043833726, -1.5778323793838789, -2.5011382194520677, -0.7286370006426367, -0.0372598674395154]"
77,ツギハギスタッカート,135.99917763157896,"[-1.2669491248712046, -0.7139351346541423, 0.628801832570119, 0.2799027932830262, 0.43481338657784896, 0.521584346996862, -0.3550520110590254, -0.8373762008091377, 0.20708029636974837, 0.1587202297269698, -3.320665020046894, 0.18999527270223412, -0.6921568309650712, -1.255710989219464, 0.31112388445512446, -2.360925008558436, -1.6312629163117773, -2.217032108575535, -1.4337135225069508, -1.573022614688379, -0.24604279734587386, -0.13402220479230434, 0.4329560524726242, 0.711329262649948, 0.5299745359909219, -0.3426970276180595]"
78,ピースサイン,99.38401442307692,"[0.5483044896465907, 1.4215986807444403, 0.13283210330600542, 0.11374322737647392, 0.17772726697224414, 0.15929129963252084, 0.963785957600809, -0.3790857874095369, -0.5098924054008629, 1.3623168948362365, 1.1393547461760773, 0.2595137003547705, -0.3842516256910454, 1.2614329258552313, 0.9023357720148062, 0.5458772510971089, 0.7553245510777444, 1.0301160861351, 0.5790816181949581, 0.2719857063095605, -0.46284430187728287, 0.6811734221342375, -1.4018733441066076, 0.20277506916556948, 0.4975412917409317, -0.5397721029383228]"
79,一半,117.45383522727273,"[-0.257090624698899, 0.23383334568749492, 0.6831492013584147, 0.9445056786014107, 0.8393007368521588, 0.18191047358367804, 0.33427130982682013, -0.845591046799743, 1.116008518007284, 0.774271041568312, 0.4975841500404767, 1.4656270865529872, 0.8803247516519577, 0.30430985490899587, 0.6817423768326772, 0.35223557419225954, 1.7461650143742777, -0.2506006074674259, 0.8808884945595576, -0.7177855506279182, 0.18536565591164916, 0.20149953877016452, -0.0407350882645204, -0.7782385991915074, 0.09172793053316312, -1.0911017052052756]"
80,不可思議のカルテ,95.703125,"[-0.6676826109573056, 0.42918246390891907, -0.3532305425207188, 0.1200159677168931, -0.11591410265420814, -0.4850200170254045, 0.11468734648745788, 0.2264148760015281, 0.7223001225340642, 0.10849870881305164, -0.04993471426977204, 0.5529492948483192, 0.10886215593121494, 0.022749643161326723, 1.3354554364887994, -0.20877387478073225, -0.3309211779755351, 0.16372976482324217, -0.47779296642912106, 0.10280095025755591, 0.23541213886297266, 0.16500808972345446, 1.1514723702102823, 0.38616829765735866, 0.7168609773457841, -0.20137337841660313]"
81,与火星的孩子对话,117.45383522727273,"[-1.6972060895480598, -1.847282009346646, -1.232361974376912, -1.6676321081184413, -1.4371981919766745, -0.6827986203984308, -1.9989614660639903, 1.3545276955868453, 0.01247484487765988, -1.8680207045206072, -1.3426937021341963, 0.035364118423469156, -0.9280171540731448, -1.3856538409354437, 0.5422171121228764, -1.415489966191683, -0.505649656089791, -2.4481752852664647, -0.7151266317786016, -1.8755013942420182, -0.5051216899881875, -1.2658312835011827, -1.231235311492506, -1.1060134220998248, -1.3203313858675425, -1.5161198451374396]"
82,乱世,143.5546875,"[0.9604711299188139, 0.6863948152005825, -0.5879171773175395, -0.34769697512362413, -0.566538899377169, -0.9756095643547972, 0.060940965119141516, 0.44952588425112605, -0.45006975787383485, -0.7837362154253159, 0.017470744353517385, -0.2526878311003517, 1.2182492584377338, 0.888728101498177, -0.8282243047227007, 1.5268490693941792, 0.5783138812678609, 1.229995327352797, 1.1250606646754984, 0.18924133278871588, 2.0204506696765914, 1.5859455410717855, 0.19367500652554925, 1.4895599471680199, 0.857120532150397, -0.7078508999615016]"
83,今后我与自己流浪,151.99908088235293,"[-0.1526404088971726, -0.29796493151246517, -1.1203564109741269, -0.7608634087990551, -1.2238125021516644, -0.850062356251212, -0.08053387915649245, 1.551583150059897, -0.40551668496624776, -0.19390265814153046, 1.8080974245845902, -1.0258946339341635, 2.475369121609048, -1.0944160370699731, 1.1298056890613941, 0.31896384891538065, -1.079502099984094, 0.5734797552940266, 0.3358916752365293, 0.6356356304614299, 0.7206782665820329, 1.0189734195017726, -0.1801630529780462, 0.5590777538889679, -1.0829361667158661, 0.45480564421598946]"
84,你要相信这不是最后一天,161.4990234375,"[-0.7632223416972419, -1.0018414154275752, -1.0871163179744066, -1.0544772030087564, -1.2257742367732019, -0.7600003263678374, -0.8861942559612918, 1.3636571806179885, -0.3423706622437016, -1.21611849085818, 0.6622279925303993, -0.9191708587674491, -0.8069445275277499, -0.9642914144097003, -0.5620627374605365, -1.432713639506486, -0.4325221473607858, -1.5105141514255263, -0.905370732371438, -1.3241829442815907, -1.8481153646447284, -1.6614040586336492, -2.1585207260508494, -1.700455498685114, -1.1815901589949174, -0.6480985733550654]"
85,佳人,99.38401442307692,"[1.3161249991705852, 1.2332749154284375, -0.346372251910971, 0.17421107483273074, -0.03026126028424335, -1.306308476732615, -0.15001258586888092, -0.23239435750392273, 0.34929775483463343, -0.4428278864185575, 0.21607826628830326, 1.3720275608243382, 0.8178867902744008, 1.2018111076391584, 0.6869828677896842, 1.0534573065026116, 2.131640640661101, 1.317357936304219, 1.8968100390418055, 2.4807878509769954, 0.8874440007776255, 0.9076391391693, 0.07412124544998494, -0.3965946832990065, 1.3851475655321426, 1.5634038436959317]"
86,侧脸,129.19921875,"[-1.4680122567337592, -0.7231566703330861, -0.6922222389888024, -0.5553992377494544, -0.747426780544902, -0.77117358482136, -0.8964059962364914, 0.7574412449935773, -0.3053603672809304, -1.1595602594330423, -0.6334722316832464, -1.6097972823409274, 0.012474444790305371, -2.174465689356361, -0.2067012268360103, -0.855300347419549, -1.5192918996157398, -0.9371905239576441, -1.5545612466736727, 0.1958678977062919, -1.3601506270545403, -1.1416548604856251, -0.5536840683234934, -0.07768222475217526, 1.3556458755369958, 1.289841450028042]"
87,元气夏天,117.45383522727273,"[-0.6177274423550482, -0.4836036501154809, 0.6606228490901377, 1.085310611938047, 0.9730049131064207, 0.11471187292014456, -0.05818311843812113, -0.639791433239331, 1.1756918894085138, 0.0573577227932357, 1.2120992099620849, -0.5785215269820759, -0.6015533155785676, 0.103595708904525, -1.3771404719554001, -0.44355901305861745, -1.2659691759335825, -0.7109315784888023, -0.37107123768082356, -0.9493253303938155, -2.3291670984108723, -1.1928030518586148, -0.4781053005978845, -1.6041491887384935, -0.10837320383371185, -0.7521398705530787]"
88,克莱斯勒[爱的忧伤],151.99908088235293,"[-1.183101866692878, -2.5347734763897924, -2.290774708138149, -3.2637478298261313, -2.3372356567133536, -1.371291738912735, -3.4673280151602652, 2.8932968304713995, 0.009948041708826013, 1.369389117283999, 0.6261198214344538, 0.17533063408969782, 0.17176552025395997, -1.6273759320170873, -1.3903782845324009, -1.2578914236077596, -1.862795432288849, -1.680359963191996, 0.6486386957433363, -0.19601930340838686, 0.8160660604572918, 0.6330559471648757, 0.8892623738789519, -0.9011738186581116, 0.561653943388674, -0.7627942273228546]"
89,出山,103.359375,"[-0.12764822487460428, 0.3830559757473887, -0.5325964124758379, -0.14736159370789892, -0.5464367016780952, -1.0482045023497217, -0.4380783038972203, 0.11046353736752838, 0.7532540359319289, 0.7793092532224998, 1.3951822381833339, 0.29274439321796214, 0.3610815297527611, 0.3653760170540221, 1.4735649052209978, 0.3837121627850551, 0.03997287118552212, 0.2051350698175831, 1.0192292241063932, 0.7497850376066082, 0.14254988235283458, 0.4288841605580688, 1.340476129198615, 0.16875411671398768, 1.3049474993958787, 0.22257494502630892]"
90,双子,103.359375,"[-0.7067315760540325, -0.2553478898436879, -1.02874511364496, -1.0118751696847195, -1.0721433025014675, -0.9374943817299193, -0.6472530080139717, 0.8522290953884394, 0.4300708147109766, 1.3752283021388108, 1.307734565063331, 0.012997006877850907, 0.8360832995808207, -0.8296697731676876, -1.249422972406898, 0.08513293710984797, -1.0260294941035386, -0.48574222188756705, -0.9521645748880764, -0.44776132885315273, 1.0957037758282857, -1.443471796262405, -0.018891052889867217, -0.5528948133808513, -0.4237872538137363, -1.5099166670321922]"
91,喜剧之王,66.25600961538461,"[-0.22331279381235727, -0.5625277216794, -0.6305016894497649, -0.02319155405834015, -0.37899706955817153, -0.9557510429752781, -0.5731681102553633, 0.46828676904502675, 1.4593969713045107, -0.4133735254847728, -0.06132492836277112, 0.8251140641073658, 0.3401263785930393, -0.03197093122547541, 0.09388510580147745, -0.07055687371959025, 0.31638026240954253, -0.5378407109991822, -0.5176755141524582, -0.5773348343922697, -0.18407531585833978, -0.583586222243046, -1.3432756930139798, -0.38992788021983166, -0.3327016495157146, -0.9602715782159835]"
92,嚣张,135.99917763157896,"[-0.26660456491352497, 0.32863039047127585, -0.6436610282761728, -0.1725204874501756, -0.5330075915046427, -0.8400308491699103, -0.12084330425882744, 0.413118994946963, 1.0732983087130228, 0.8470427148711619, 1.0287269591296078, 0.31725467572225646, -0.30531806113743837, -0.5902675227533483, -0.6725842424068674, -1.0771301212634963, -0.5187428371909059, -0.2364937598099647, -1.0719156584129061, -1.2574979248018197, -0.3062616739079337, 0.40003155746065533, -1.343913797537943, -0.9993690442939125, -0.12212761052806695, -1.052681851372865]"
93,国王与乞丐,73.828125,"[-0.5430090302896082, 1.2812630005114118, -0.25166699330572884, 0.11190209025153479, -0.025240495578063616, -0.5230443139689116, 0.5328916900473476, 0.09478584306783085, 0.7807939159293285, 0.7108277487674477, 0.026677687186232545, -0.03601404860954479, 0.2268219389547765, 0.7673458956931086, -1.1541218324189266, 0.22968935563076537, -0.7027812155823183, 0.05804222264942876, -0.1348862693077863, -0.2323054186381103, 0.5977047098362649, -0.2580342579627327, -0.7664033342490135, -1.441249684373073, -1.161712854859664, -1.5309310264394413]"
94,夜宴风波,89.10290948275862,"[-0.1540394430733826, -0.8132102339226667, 0.26453192689655497, -0.050026086185053095, 0.07738533853369285, 0.7135292256969002, -0.2496510028493893, -0.20996704680469191, -1.2385929712817523, -1.2870900295222807, -0.6873863178378877, -0.008592716262317997, 0.6940208185754649, -0.7358939363720501, -0.6953909875924689, -0.5645056202518074, -1.6563330216313192, -0.09056858338469388, -0.15417477402226443, 0.3738574366384476, -0.13341010284280375, -0.1689427863355326, 0.5142797690177342, 0.0777577169448078, 0.6862069890902363, 0.7037894027428016]"
95,失眠飞行,95.703125,"[-1.0525244972192807, -1.020595892924904, -0.653424929026303, -0.3256129718779275, -0.7003610986899625, -0.8801057542993463, -0.9988592988335441, 0.3878891812602333, 0.03340270002244812, -0.8506802322736132, 0.2429380190336712, -1.8996477873447202, -1.3859681645340804, -1.670972910503189, -0.9906230100664197, -1.357790999141826, -1.7229775550535127, -1.307599254471497, -1.3274788374348694, -0.8442149428572607, -1.0300095484339624, -0.7112207289762826, -0.785727908055431, -0.2152172252584964, -1.4998155848836083, -1.1223677511783146]"
96,寒鸦少年,161.4990234375,"[0.7355469750600097, 0.6139506133045397, 1.0947287867233113, 0.6920308525072362, 0.9333300265654699, 1.8504011728989478, 1.3148905909313147, -0.8108164005252205, -1.1722553335171064, -0.18146040660603016, -0.33751731439571186, -0.1452851456476178, 0.39718045915087996, 0.086973389503395, 0.1069381197456122, 0.8141285844734847, 1.0108119090095122, 0.3791911509467854, 0.8030081781824624, 0.6499235987525381, -0.28883398290147705, -0.28439684584343927, 0.18215209329705268, -0.0779014758138839, -0.9050356281589819, -0.5465569103581784]"
97,寻,117.45383522727273,"[-0.8675997704819363, -1.5725462702956101, -1.0217133263173948, -1.1051931537527804, -1.1110622035053381, -0.5596371614308289, -0.9398213452961284, 1.306215342213272, -0.3248834990138192, -0.417867997634557, -1.4862698479482541, -0.6277402967279826, -0.060783763103785284, -0.34094220814744297, -0.35932481309787656, -0.803749006573243, 0.8488850956436033, -0.43208946295668604, 0.09186339238294937, 0.4721400202674109, -0.7495468468909049, 0.004128356207035171, 0.09072223983970176, 0.100074763324324, 0.26484049945095245, 0.7438465607525259]"
98,岁月神偷,117.45383522727273,"[-1.1622797016577187, -1.2149784931284278, 0.2640915393512802, 0.2893216996911904, 0.2207259380264351, 0.09426259461171531, -0.9231245243447463, -0.4235708223505728, 0.09368874603702657, 0.5049794406523398, -0.2500048012161172, -1.1786515453174238, 0.1822990732618791, -2.124569802269925, -0.1737870711662746, -1.8820027748690356, -1.1578519987987306, -0.6520297485402204, -2.3890970915617626, 0.6218166602336009, -1.3990037531248538, -0.31197003385470184, 0.9762590575804216, -0.06893658760563112, 0.8859614925205221, 0.25932546853521105]"
99,庆功酒(Jungle Juice),184.5703125,"[1.644575990347604, 1.5492497382310457, 0.8286931389058984, 0.8354753294852058, 0.9248834033494835, 0.04861526114323238, 1.078508721212828, -0.6174014309522062, 0.5864803508993299, 0.12502081107683669, -0.5265054021911739, -0.37339541325164355, -0.7927497956671601, 0.5897709266754881, -0.632098534842785, 0.9701008296101524, 0.18721149670566503, 0.4199046565477041, 0.8259390535803243, 0.5218431654664252, 1.3072020255591723, 0.16014167899865545, 0.5841441229144833, 0.20133826371623062, 0.28346442417988454, 0.1778803750100572]"
100,异类,92.28515625,"[0.737120782713163, 0.09234361976138106, 0.8370331366373588, 0.6825088494504017, 0.7764295345911725, 1.0353156609452938, 0.8705168850318183, -0.6782648588078067, -0.03049499516593807, 0.5130541326878668, -0.44822466531061456, 0.3111890366005561, -0.20591891121837846, 0.30912756404787756, 0.8002750061411492, 0.5165295743251311, 0.5637389064812722, 0.5588045955046845, 0.574214494981768, 0.75306057463961, 0.19953298789477197, 0.5018242976240455, -0.1780475746515643, -0.1343670900065405, 1.1629952960751806, 0.5116223709421533]"
