song_no,song_name,song_label,song_feature
101,形容,161.4990234375,"[-0.2755142036146519, -1.4106207777154152, -0.37800593247038694, 0.16589923705539608, -0.10294432546531011, -0.49356327107425946, -0.8045122041458139, 0.199082966470197, 1.067666001602566, 0.01493341033295134, 0.6751860503244654, 0.05803685043006957, -0.9764383056327628, -0.23035884273749588, -0.3505813101094494, 0.0641351352918943, -0.14858688540050266, -0.866011470821972, -1.1176245777651712, 0.38555552837609114, 0.019992153632330714, -0.04722972435346592, 0.3027785952527301, -0.2879350972240245, -1.3971015948377035, -1.4645767571513562]"
102,恋する幻想郷(K's Hopelesslove Remix),129.19921875,"[-0.5747936818143988, -0.7165270825212928, -0.023474647152722787, 0.025583769032283207, -0.05008913411754063, 0.010579603489553798, -0.06843490789892202, 0.23512843053208246, -0.3133551576869284, -0.8470197145738905, -1.449007897071236, -2.3036565655800683, -3.16766002251101, -2.015428917687564, -2.958974890999779, -1.9837751156959555, -1.595922220195015, -3.409078747828807, -0.6743238778904399, -1.8448473870465332, -1.7308546672052616, -1.0991458830020826, -2.6146986026391943, -0.8624277578051458, -2.223675595382577, -0.731547807128429]"
103,我们 (Live),151.99908088235293,"[-1.862002666994039, -1.2841974850079863, -0.19556964951270175, -0.09038254972927647, -0.3811674741574667, -0.3661732819758036, -1.4105436456715936, -0.015431658980617243, 1.4681526141388246, -0.12940456684042015, -0.38008737117464064, -1.413418283379535, -2.8471431239502727, -1.7500585148272843, -3.091475403932355, -2.0519774844412395, -2.0768587608394977, -2.156859228785166, -3.2946615959123102, -1.1316152772945687, -2.6798236519266685, -1.34939542070234, -2.874522905171977, -2.033590985250051, -1.735041362086124, -1.9212712943281285]"
104,我离孤单几公里,143.5546875,"[-1.7035971705057766, -1.5215602123790506, -0.4907387991266413, -0.861079551922062, -0.6341182647298457, 0.25033603094571705, -1.2165011172871811, 0.5956265004744042, -0.7262600908481364, -2.0576757705201962, -0.7392103187160761, 0.6500114824574035, -0.6964167576821673, -1.3375124533437357, 0.12016930871570021, -0.46366414562066527, 0.4896889767179519, -0.287133689371547, -0.2741953595300288, -0.6632054026377671, -0.5985473280490852, 0.360117396869703, 0.7060046046757106, 0.0555948407688641, -0.6432260121373822, -1.1489011529255517]"
105,我管你,92.28515625,"[0.04614855186346048, -0.13064179584783403, 0.2611499632324124, 0.31041725950951937, 0.30960687053785674, 0.17720713957273923, 0.5183942324160496, -0.42520160802036544, -0.027488873690636583, 1.2977650711652222, -0.42605873148468143, 0.14051825067638204, 0.17691588805397174, 0.6392917545194323, 0.653864085399292, 0.5973412348648178, 0.8025455747319319, 0.6159653991631172, 0.2393438864562639, -0.10230066374028983, -0.4968326762084947, -0.2314403575054312, -0.7100014856361987, -0.6992981845041765, -0.34175693880795865, 0.07164906223769715]"
106,拥抱（Cover 徐秉龙）,112.34714673913044,"[-1.4480889267228798, -1.2817894548607744, 0.17182646914725935, 0.28188504531312353, 0.1713922995602543, -0.1430626408677793, -0.9301714699639164, -0.5666512060250769, -0.08004440621848034, 0.013215979435192864, 0.014985531323194202, -1.8837785495727626, -1.0139754510906778, 0.17459287882785512, -1.8576695643988064, -1.0216320786176571, -1.0917202403633492, -0.856594344483298, -2.235919502291819, -2.2224315374379793, -1.1121768397464409, -2.7276435322120696, -1.578397955922334, -2.1455909092009997, -1.6807782422381436, -1.474064568055365]"
107,无聊人,143.5546875,"[-1.5795723252863942, -1.0610080119285088, -0.32030944434404407, -0.989474132021007, -0.7906997754648687, 0.6849968021015557, -0.8725571072375119, 0.07332126428411839, -2.4935399926008577, -1.9964524215596973, -1.8691159060319396, -3.2251264179982826, -1.9349884411326124, -1.1596329519390123, -1.6374764273724733, -1.7426743583645241, -1.3397259337423655, -0.6141233730096948, -0.7738795047318487, -0.13337451338548684, 1.1716110227381007, 1.5432640902997445, 0.42569238653638963, -0.7032729698057305, -2.3614705392305533, -1.099038070645042]"
108,旧日时光,129.19921875,"[-0.4299767173633993, -0.3736636030622554, -0.21808723088127843, -0.3946888283300635, -0.253286563160126, 0.037186386710854634, -0.13897804603689642, 0.2000407433622325, 0.12188265618061074, 1.1542856089468123, -0.1909380645849538, -0.018710188920252946, -1.3522040948173017, 1.3390939012502943, -1.849291855443755, 0.8772061904809324, 0.44720617511114974, -0.7301009017112129, -0.10343655964704958, -0.7497213547114497, -0.44786684109955543, -0.22612144021281333, -0.4801311229943982, -0.5645349861786065, -0.7934136317898303, -0.17185936443117944]"
109,星茶会,107.666015625,"[-1.2990257708247868, -2.1168729921781613, -1.597641011858399, -2.4363369250043365, -1.6827499499701164, -0.8422802697838373, -2.2677837910268694, 2.0929725134583466, -1.2702862299972486, -0.5047097325895196, -0.44209835113007084, -0.21637144813080925, 0.0009788703120898832, -0.5439185614721538, -1.2386117075391503, -2.1183442492543585, -0.88885110765035, -0.9269454478431273, -0.0895476990810366, -1.2929711756309843, 0.02278335110891187, -1.3192789662750877, -0.19669140125850026, -1.3930853518946562, 0.03142580690997374, -0.22144858085075808]"
110,智商二五零,89.10290948275862,"[0.6447828343619759, -0.046860434500620454, -0.11713948497919478, -0.31345619227330684, -0.22414443714001572, 0.29826686715864115, 0.14368359850524753, 0.01348585806522183, -0.5572462485461258, 0.8820425370705434, 0.3172454877103284, -0.25579481296484535, 0.21796166083037743, -0.6673706009126614, -0.19321376837782017, 0.4050876323651228, 0.09545114328719356, 0.02163754042443146, 0.2868179189383849, -0.1117818477981694, 0.2691076761974319, 0.13930230950926453, -0.22097610965687162, 0.2549990847265618, -0.5069357936541938, -1.4447408557740076]"
111,最佳损友,143.5546875,"[-0.3610541831193061, -0.5724402787916252, -1.143294987617873, -0.8887169929886933, -1.167856813158147, -1.069369505398946, -0.3125585953213332, 1.2494141591976893, 0.25292810681365474, 0.5193442283632552, 0.7250235855949941, -0.38828666554845803, 0.4723771004548579, 0.05233975782007088, -0.03187137877136916, -0.3496282570416361, -0.14735367279524347, -0.3100410457962397, 0.07477393164611723, 0.38461742732826554, 0.1532368896075462, 0.12645519328421742, -0.2749742579812516, 0.4131114422303017, -0.19584977232181872, 0.06956602831227565]"
112,"末路之徒-TV,ver",135.99917763157896,"[0.5005917536213862, -0.6768337246070758, 0.8623030372101073, 0.9631642919558506, 0.9151386523059161, 0.7482677864795159, 0.4298447879390105, -0.6902277428552241, 0.33035112957466395, 0.549944412035855, 0.40300220396707576, 1.315619234206677, 1.5554464644323083, 0.6802688737376212, 1.2051437906096776, 0.7604953012968138, -0.6728286704071309, -0.05022436058817912, 0.5018271723908923, 0.1316389801646207, 0.14717951768778456, 0.3050043207114637, -0.1914123325283198, 0.6011900956733919, 0.7983564199770038, 1.5082674481443066]"
113,桃花庵,172.265625,"[0.237498425575214, 1.1040556173835956, 0.1952903080130528, 0.5271568307939007, 0.34857361872761916, -0.6238706167396402, 0.4515216636291677, -0.29666859034753285, 0.07873762878310295, -1.572904634924667, -1.452131072692148, 0.9138215093611622, 0.13896406134526026, -0.016223320978936143, 1.1047572588988275, -0.9218661724581588, 1.09363704991612, 0.9600309519796723, 1.9864905215919142, 1.426558475990187, 3.0481184048591228, 2.8449795095996104, 3.682293316718507, 2.8484337144521827, 1.0163761348700842, 0.6703043093637027]"
114,欧若拉,151.99908088235293,"[0.28731098240572833, 0.8031791474039592, 0.753633960634059, 0.9299755913645472, 0.9487814777959223, 0.6856784447118366, 1.0139333929613077, -0.5690316576006259, -0.0044864293744854185, -0.5097942583386621, 0.5962725180115842, -0.2435370999553944, 0.05657278439305673, 0.49632900845669903, -0.037725621691502155, 1.0819671200554553, 0.702486713106312, -0.16109705776870295, -0.10689878611919244, 0.7006241779758399, 0.36993738947846044, 0.13992726078200732, -0.10070037619136608, 0.8582798561488396, 0.40423625773448085, 0.8546140646831756]"
115,沙龙,143.5546875,"[-0.252527048003119, -0.07904641548515573, -0.461344607958597, -0.15547164549029693, -0.33964754388127977, -0.32623137096045024, 0.2424070332908181, 0.48983704058779537, 0.8188045392025541, 0.8172657592240344, -0.13738788289589174, -0.3631448671053162, -0.44654781751745853, 0.3150778355705632, -0.4463524270575919, -0.5143838665954126, -0.20031213907177073, -0.522811813477964, -0.8291423942375188, -0.22273948442684954, -0.36975004072273565, 0.24849190708028276, 0.09266466686525697, -0.20605511030333104, -0.7586598096777706, -0.11116504927165]"
116,灰色と青,80.74951171875,"[-0.5698242751806316, -0.2614183145875274, -0.8420848966412845, -0.22902451069459784, -0.716275072717363, -1.0090100522585652, -0.35445175450687655, 0.6515448148941331, 0.9318106456557281, 0.9039797795535157, 1.315924044317015, -1.0574323329834565, 0.30320971886857456, 0.20525024569884215, -1.469761743319416, 0.20409565339783473, -0.9139355013148593, 1.509498351359104, -1.00823059182828, -0.7405952766815722, -0.10244340025893836, -1.2324968330902162, -1.370377298595422, -0.4988747579386437, -0.49787889617666503, -0.6663663327102466]"
117,烟火里的尘埃,95.703125,"[-0.40403237759477156, 0.06511087737064536, -0.4109828189191649, -0.275058191602557, -0.3153794511972826, -0.10811709638070753, 0.5361912830971031, 0.2822238884326649, -0.6087658238719558, 0.5367198332340631, 0.5300011382983827, 0.930597620528398, 0.21069151265579647, 0.5736899906570809, 0.6298330626249993, 1.5383137275514136, 1.162602917630131, -0.47496768267688433, -0.4672148695315845, -0.15474450981401355, -0.1960122302804465, 0.9085739363895606, -0.04445586842007644, 0.6103867352301294, 1.3530940205286597, 2.2987133547593785]"
118,爱き夜道,135.99917763157896,"[-0.1791678911627203, -0.023209527705216913, 1.0405488495813964, 1.1260123335489574, 1.14920377005682, 1.2014319650707688, 0.7921634656017337, -0.6572211655481659, 0.21814765145296333, -0.2742127022504533, 0.09479403618568585, -0.5703468375422064, 0.06748599652945424, -0.48200780043122265, 0.24827915014141386, 0.7895624157700855, 0.3809285029731575, 0.780795217751452, 0.06067915081944418, 0.632658804275443, 0.9568432062357896, -0.45471575638925676, 1.0971267460953984, -0.489789430459389, -0.505319433427555, 0.5757031744131644]"
119,爸爸妈妈,103.359375,"[-1.2612133386569424, 0.2166583186094318, -0.6320195614136265, 0.06212693756624961, -0.507284944369554, -0.7824320486011676, -0.33792176060365986, 0.6074739616218685, 1.3904288682769734, -1.0188562345153178, 0.20949713849146528, -0.8661117937376005, -0.14896278149836456, -0.7171446750442565, -0.3835742226020252, -0.38147456731781315, 0.11431733752059585, -0.3008063666465808, -0.21124974261276364, -0.849440599018482, 0.3486763675564089, -0.538478126038952, -1.7059987796766216, -0.823860222873241, -0.9702618811087104, -1.1627075464375876]"
120,牵丝戏,86.1328125,"[-0.6589629802250591, 0.27559064801461736, -0.653978487560474, -0.6992754385398341, -0.6674007672357374, -0.6864454083634338, 0.11460714117583991, 0.5516678639104275, -0.9456501147859993, 0.6822571650222363, -0.10919970387631833, 0.1385500788309807, 0.9053651536745655, -0.37228236779491936, 0.27054897720407733, -0.5902749328162251, -0.18413074893924722, 0.7313810127920952, -0.2398790938526594, 1.084366052603483, 0.7743050076607118, 0.5479342909895255, 1.7285098733673316, 1.5508960103979894, 2.1202799162577177, 0.11880717194681309]"
121,独居男子,103.359375,"[-0.307174863302289, -0.20530346025359053, -1.3507698848260499, -1.5011217394590302, -1.5434157548426608, -1.144662612059566, -0.9345966643569185, 1.6669034518797592, 0.2202715355956594, 0.2531207858675957, 1.8029610964524938, -0.8323819182961251, 0.6282070530897979, 0.5677638378284573, 0.012724212782659778, 0.3439144564755531, 0.3203952472096174, 0.27642241446974114, 0.9048474825648056, -1.9294756219155167, -0.30302819844827705, 0.9745240174801117, -0.983614374078314, 0.582758720447837, -0.49629939019613567, 0.6830417976995898]"
122,理想三旬,99.38401442307692,"[-0.5220311348924265, -0.2774273261208975, -1.6591128329995268, -1.9681391981707734, -1.7893343412612681, -1.3290412577854855, -0.9201628095377336, 1.7533202273083217, -0.1432115927279867, 1.0427811171936627, -0.7586008016143436, -1.3113214920943221, -0.002190457854745537, -0.5459979858453126, -3.078697568805735, -1.0409835285991733, -1.412736968378405, -1.4244487700433643, -1.3993062062665658, -1.6552505657332817, -0.6353929099733834, -1.5732654633375773, -0.6478862272464407, -2.286969020361068, -2.95795155394015, -1.8882993353198707]"
123,男孩 (Live),143.5546875,"[-0.7190220024241677, -0.8473915701704196, -0.20403507481879532, -0.014298154396737772, -0.16843117388834702, -0.0963474006431893, -0.2021452898376515, 0.3881762811502683, -0.3776942935043521, -0.7584045106712135, 0.9393971270090028, -0.6098305190562621, -0.7001271510703106, 0.07788341955679193, -0.21635391602234655, -1.1307986539623642, -0.5269288547832852, -1.3181911254343732, -0.9185215839435554, 0.011993062607582209, -0.18276332653345875, -1.3261120984265398, -1.2906418740586805, -0.33864869453577406, 0.05514426159791084, 0.1575435443480699]"
124,白羊,198.76802884615384,"[-0.033038644503485134, 0.2141845492772005, -1.238620024232771, -0.8454658120352935, -1.3175228106257009, -1.2556397093683953, -0.6134002709075064, 1.1770256381929787, 1.8496511524279635, 0.49958815920934124, 1.104250144360679, 0.5665146567342699, -1.0489739226072738, 0.3055596233060786, -0.8538511680670168, -0.11830742985627056, 0.5462912519118021, 1.5394002590169216, 0.6437394575174792, 0.4788697752510351, 0.8223998816227029, -0.24352912291557074, -0.1137490349000125, 0.08111295264932629, -1.4779804491795827, -0.6674864341546518]"
125,盗将行,78.30255681818181,"[-1.4583933677969008, -0.7397839342018694, -0.6490166837938504, -0.7860927929586558, -0.7716884936041136, -0.44923377998565284, -0.9127508762804939, 0.39707841804514005, 0.08281425158522511, 0.4638094181402666, -1.6285628103655083, -1.1034944351118439, -2.0869691098882517, -2.4429906277023545, 0.015796626265328774, -2.0476020827323436, -2.0080965020412744, -2.274755853455958, -2.200069399598245, -1.6581638096314952, -2.3119638622055154, -2.1670063310900733, -2.0515977018391, -2.4846094011016593, -2.2473606802258552, -1.7633179507325112]"
126,瞬き（翻自 春茶オサム）,80.74951171875,"[-0.9752589627380488, -1.4867072344577619, -0.51970134068293, -0.5110005058658261, -0.7500360470821668, 0.00787575446877229, -0.945197667744504, 0.7152250278637419, -0.024713931365461756, -1.4270466131153678, -0.7718497928847496, -0.3683051878477823, -0.08525259941048169, -1.2896609643247559, 1.3663366576316915, -0.19614940776829876, -1.074996615566468, -1.1257401145904702, -1.2501102542755043, -0.7445758846284972, -1.2519525982841926, -0.5757978699073572, -0.020857695285176673, -1.1434854788574176, 0.5639609521874033, 0.22754908722443346]"
127,破晓（Cookie组合版）,161.4990234375,"[0.12378690821681607, -0.1666070199804041, -0.740995765694691, -0.8560776677036076, -0.8066488374285892, -0.22825660644273063, 0.3721303557188107, 0.7853537666883093, -1.299127116826489, 0.5256601877540079, -0.18935663765178684, -0.06918935897824142, 0.11808813264154078, 0.5774626693018443, -0.36692743184529153, 0.8396137102120552, 0.8928982151186482, 0.8105595777169587, 1.0976546132863312, 0.36377093556120016, 0.38102119711279747, 0.41437250845592216, -0.7352120480254666, 0.26199554153253035, -0.48410291299640584, -1.081088522297327]"
128,童祭,151.99908088235293,"[0.11745570727601813, -0.09664133735770666, 0.6759945039547103, 0.47115743998123677, 0.5453021082377191, 0.9444186188643249, 0.6217118942888571, -0.5452105279428698, -0.4789449956502411, -0.4921423728494662, -1.7422744404167838, -0.6345412491094765, 0.11103623267197107, -0.8929123256433902, -0.39281889760253536, 0.2178353197006532, -0.04005855712563009, -0.6269577735154789, 0.39696489687321235, -0.6746841040062121, -0.4698843267137669, -0.1058496906828331, -0.5130477247819965, -0.7935464487241013, -1.4347687786085725, -1.412577622050962]"
129,芒种,99.38401442307692,"[-0.6619688301202857, -0.9873396552085362, -0.5982116730706893, -0.8129000393328764, -0.8444034569091086, -0.29402375762467375, -0.9584491893300247, 0.5021074275631182, -0.8271019696666588, -1.1045183635063576, -0.6896197399118538, -0.3360773607164398, -0.15429287316883766, -1.2583721077140166, -0.23679146111467514, -0.9538232498769682, -1.1969405759634362, -0.6001776744819075, 0.44182098555638655, 0.7586485763962529, 0.6698923772281217, 0.8593910944316482, 0.6467994135806997, 0.2876135234290348, 0.9691840591398695, 0.7943885062010556]"
130,藏,143.5546875,"[0.15535446823150512, 0.4311945389648584, 0.5565919143474458, 0.8774736089896609, 0.8093866762330046, 0.08460599096606802, 0.47057061228416214, -0.620720130797829, 0.04971378786813502, -1.3536104027227887, -1.38261616923037, -0.14789308697856246, -0.0922366625858232, -0.8080211111491258, -0.8489980726485106, -0.13272627678338436, 0.048584007176485935, -1.0868530676797026, -0.8287000114387314, -0.6238331463770501, -0.9867366012552721, -0.9133661116528925, -0.4025760267255782, -0.2989493049336474, 0.2302742989554498, -0.019022718440529513]"
131,蜉蝣,60.09265988372093,"[-1.4506462054666296, -2.3335066915307587, -0.8295830025614073, -0.8991627143318883, -0.8998296370454303, -0.8063917863525439, -2.750402250161927, 0.7034568470920031, 1.2389262422977707, -0.8497994624938032, -0.33245429424143735, -0.8035055993022165, 0.24712860600574377, -0.4238315202227071, -2.754337743504017, -1.2103649110443646, -0.8537931281121023, -2.901634482744829, -1.5879089956026764, -3.423746259400409, -2.2385769366373185, -2.7559094860265625, -1.4041545500612125, -2.00430459908879, -0.7926427749766617, 0.3737945310092927]"
132,谁（Cover 廖俊涛）,112.34714673913044,"[-1.433390604266043, -2.465544699631539, -1.3573002231576012, -1.452748823201222, -1.330786050554731, -1.2796789720909711, -2.978624860264622, 0.6625656615358723, 0.8907085461095711, 2.7125271430831006, 0.3866675551379575, 0.8887731913055967, -0.04527019472944717, -0.3496298836970234, -0.2954678153744863, -2.370417764631011, -1.5505748663049264, -2.7143996733867577, 0.8134931115292339, -1.8547608729545755, -0.19893565203985716, -0.06926471618037779, -0.9136203793605635, -0.5177377981598619, -0.6427013416882246, 1.3087334914057465]"
133,赤伶,135.99917763157896,"[-1.0806338275642817, -1.341070429943736, -0.7057637187927297, -0.3733158500223114, -0.7842723034934894, -0.6135778133243971, -1.3148880105852025, 0.14685235540957753, 0.9840794827514213, 1.509793804782817, 0.5247781263339535, 0.4152399447784637, 1.8047695039075105, 0.02790122006520127, 1.2342111690492208, -0.8896434888938468, 0.8693045754570675, -0.9074513592360939, 0.12605211043617862, -0.47844379266350917, -1.2670555497007163, -1.6646433779639362, -0.8515432749436378, 0.08427869987969841, -0.5598445534615132, 0.579041444497423]"
134,起风了,151.99908088235293,"[-0.5757775760853269, 0.7197481417133228, 0.6594054306025136, 1.3641152643997945, 1.2076411330918924, -0.018009623656647863, 0.39678255438385185, -0.3757953603449633, 1.4027916032740795, 0.041820246158553134, 0.7767327727349328, -0.0678576671613669, 0.7243530487884243, -0.034602714342138054, 0.068666384841831, -0.23961087373800508, -0.02760273253598808, 0.4340858672908812, -0.11202287745616799, 0.4747283230018713, -0.5468233515342721, -0.8217502101852944, -0.634486740985745, 0.40809948862390105, -1.337361263940662, -0.19141827544552906]"
135,野蜂飞舞,161.4990234375,"[-0.7209817505397239, -1.84245920413584, -1.951386168830248, -2.352936877833772, -2.1088858481067825, -1.5076215232700612, -2.2204044815862414, 1.9275965644148612, -0.9792254983032724, -0.4662175068402834, 1.1099096170247482, 2.9912387342275704, 2.2683916828651967, 0.00311072552479229, -0.7281088708328478, -1.7942446881483525, -0.2324695043100093, 1.8856276248972617, 1.4620545497599786, -0.5175421322841081, -0.2578527927804498, -0.881541245561692, -0.6910384886435263, -0.9494777542069665, -0.7680908782648902, -0.9794083722556647]"
136,麻雀,172.265625,"[-0.3623410745076469, -0.1875162607647402, -0.05024667637197647, 0.6905933746025846, 0.2593226679786384, -0.5474471194169707, -0.2705351827097222, -0.24156494008277643, 2.066860012575974, 1.2375667724199522, 1.8990457696639176, 0.3168300367255885, 0.10476832585602035, 0.061476339175422966, -0.9677344740186826, -0.12881238492047217, -0.3628136469306678, -0.6015886736423789, -0.4214906790405856, -0.43159064023268373, -0.9907261833199051, -0.8797984478576272, -1.4264000880787666, -1.2816128871343944, -0.5993450684570253, -0.5343102454955545]"
137,齐天,151.99908088235293,"[-1.1721398033835786, -1.6641108851524133, -0.29411248858903877, -0.24153039751031405, -0.3489171386945947, 0.24899546714549792, -0.9170823908695261, 0.5136339780720763, 0.6187403432804265, -0.8011423956185506, -1.5492934872352297, -0.7891808812160975, -1.2184335384434544, -0.9340663548050323, -1.112752749357421, -1.6494947756400535, -0.4922834712738752, -1.5121067353728148, -1.5226026911449428, -0.11133761115389094, -1.1178620758084705, -0.615032513181857, -0.24112625038627658, -0.017293802310187917, -0.18103637561743963, -0.11721681921419581]"
